# PRIMAT v0.2.2, 23 June 2023 - Analytic Rate
# Nagai et al. PRC 74 (2006) 025804
0.001	127.4791187     2.
0.002	134.2885606     2.
0.003	138.4419485     2.
0.004	141.4683854     2.
0.005	143.862809     2.
0.006	145.8504264     2.
0.007	147.5533345     2.
0.008	149.0453813     2.
0.009	150.3747334     2.
0.01	151.5745979     2.
0.011	152.6688625     2.
0.012	153.6753007     2.
0.013	154.6075032     2.
0.014	155.4761018     2.
0.015	156.2895736     2.
0.016	157.0547897     2.
0.018	158.4621015     2.
0.02	159.733016     2.
0.025	162.4633608     2.
0.03	164.7347081     2.
0.04	168.3970165     2.
0.05	171.3081755     2.
0.06	173.7358446     2.
0.07	175.825136     2.
0.08	177.6638182     2.
0.09	179.3091375     2.
0.1	180.8005603     2.
0.11	182.1664776     2.
0.12	183.4280129     2.
0.13	184.601319     2.
0.14	185.6990316     2.
0.15	186.731226     2.
0.16	187.7060684     2.
0.18	189.5094243     2.
0.2	191.1506716     2.
0.25	194.722599     2.
0.3	197.7490069     2.
0.35	200.3936249     2.
0.4	202.7554817     2.
0.45	204.8991681     2.
0.5	206.8692139     2.
0.6	210.4083171     2.
0.7	213.5452577     2.
0.8	216.3843487     2.
0.9	218.9936275     2.
1	221.42     2.
1.25	226.8865911     2.
1.5	231.7376751     2.
1.75	236.1579874     2.
2	240.2592617     2.
2.5	247.773571     2.
3	254.6395292     2.
3.5	261.0517292     2.
4	267.127867     2.
5	278.5551782     2.
6	289.2995416     2.
7	299.5659338     2.
8	309.4783312     2.
9	319.1175962     2.
10	328.5394767     2.
